Initializing benchmark subset...
Discovered 2000 files for benchmarking.

--- RUNTIME ANALYSIS ---
Total files scanned: 2000
Total time elapsed:  12.6704 seconds
Throughput:          157.92 files/second
Findings discovered: 7395
------------------------
         7288097 function calls (7279784 primitive calls) in 14.357 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core_schema.py:568(NoneSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1535(IncExSeqSerSchema)
        1    0.000    0.000    0.000    0.000 events.py:659(_Local)
        1    0.000    0.000    0.000    0.000 errors.py:156(PydanticInvalidForJsonSchema)
        1    0.000    0.000    0.000    0.000 <string>:2(is_union)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:346(InvalidSchemaError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseConstants)
        1    0.000    0.000    0.000    0.000 _common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:88(SupportsMod)
        1    0.000    0.000    0.000    0.000 __init__.py:93(SupportsDiv)
        1    0.000    0.000    0.000    0.000 table.py:1513(TableHeader)
        1    0.000    0.000    0.000    0.000 __init__.py:17723(FileNotFoundError)
        1    0.000    0.000    0.000    0.000 extra.py:40(_swig_setattr_nondynamic_class_variable)
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_quad_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_locks_context_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_stext_page_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_stext_struct_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_image_raft_options_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_link_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.fz_story_element_position_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_filter_factory_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.pdf_keystroke_event_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzFlotilla_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzGlyphCache_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzIccProfile_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzLayoutLine_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzOutline_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzSha512_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStextBlock_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzStextPosition_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzTextItem_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzTextSpan_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfAlertEvent_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfCleanOptions_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfFunction_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfGstate_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfHintShared_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfJournal_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfLockedFields_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.PdfSanitizeFilterOptions2_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.FzErrorTrylater_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_buffer_extract_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_getopt_long_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_keep_imp_locked_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_brotli_data_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_deflated_data_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_new_svg_device_with_id_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_paint_shade_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_pool_array_append_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_search_chapter_page_number_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_subset_cff_for_gids_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_fz_warning_callback_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_annot_color_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_annot_default_appearance_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_edit_text_field_value_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_load_image_stream_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_obj_memo_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_page_write_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method pymupdf._mupdf.ll_pdf_parse_default_appearance_unmapped_outparams_swigregister}
        1    0.000    0.000    0.000    0.000 pathlib.py:43(_is_wildcard_pattern)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:322(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:341(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:983(setFormatter)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 zipfile.py:641(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 pdftypes.py:54(PDFObject)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 pdfexceptions.py:8(PDFTypeError)
        1    0.000    0.000    0.000    0.000 pdfexceptions.py:20(PDFNotImplementedError)
        1    0.000    0.000    0.000    0.000 ccitt.py:329(InvalidData)
        1    0.000    0.000    0.000    0.000 psexceptions.py:1(PSException)
        1    0.000    0.000    0.000    0.000 psexceptions.py:9(PSSyntaxError)
        1    0.000    0.000    0.000    0.000 lzw.py:11(CorruptDataError)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp273.py:9(Codec)
        1    0.000    0.000    0.000    0.000 cp720.py:11(Codec)
        1    0.000    0.000    0.000    0.000 big5hkscs.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 cp037.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp1250.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1026.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1125.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1125.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1140.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1255.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1254.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp1255.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp424.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp424.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp500.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp720.py:19(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp737.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp737.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp737.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp775.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp850.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp850.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp850.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp852.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp855.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp856.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp856.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp856.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp857.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp858.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp858.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp858.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp860.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp860.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp860.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 cp861.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp863.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp865.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp865.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp869.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp874.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp874.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp932.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp932.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 cp932.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 cp949.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 cp949.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 cp949.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 cp950.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_jis_2004.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 euc_jp.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 euc_kr.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 gb2312.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 gb2312.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:24(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:28(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 hp_roman8.py:35(StreamReader)
        1    0.000    0.000    0.000    0.000 iso2022_jp.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 iso2022_jp_ext.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso2022_kr.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_11.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_13.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_14.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_16.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 iso8859_3.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_7.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 iso8859_8.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 johab.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 johab.py:24(StreamReader)
        1    0.000    0.000    0.000    0.000 johab.py:27(StreamWriter)
        1    0.000    0.000    0.000    0.000 koi8_r.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 koi8_r.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 koi8_t.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 iso8859_4.py:9(Codec)
        1    0.000    0.000    0.000    0.000 iso8859_5.py:9(Codec)
        1    0.000    0.000    0.000    0.000 kz1048.py:9(Codec)
        1    0.000    0.000    0.000    0.000 mac_greek.py:9(Codec)
        1    0.000    0.000    0.000    0.000 ptcp154.py:14(Codec)
        1    0.000    0.000    0.000    0.000 latin_1.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_cyrillic.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shift_jis.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:16(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:20(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 pdfdocument.py:71(PDFDestinationNotFound)
        1    0.000    0.000    0.000    0.000 utils.py:17(CryptographyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(AlreadyFinalized)
